timestamp,mac_address,ap_id,ap_x,ap_y,rssi,area_name
1/15/2024 8:00,2D:88:7A:C9:22:BE,AP-WRK-01,5,5,-55.2,Work Area
1/15/2024 9:30,AF:1D:40:31:1B:58,AP-WRK-06,35,20,-63.1,Work Area
1/15/2024 10:00,DA:D7:F9:F3:4A:3D,AP-CAF-03,25,4,-63,Cafeteria
1/15/2024 12:30,04:A2:30:1D:01:BA,AP-WRK-05,20,20,-63.8,Work Area
1/15/2024 11:30,DA:BE:0C:7F:FA:11,AP-WRK-03,35,5,-47.9,Work Area
1/15/2024 10:30,69:76:28:BB:E1:A6,AP-WRK-05,20,20,-42.7,Work Area
1/15/2024 10:00,B4:91:51:D3:BE:6C,AP-WRK-05,20,20,-60,Work Area
1/15/2024 12:30,18:06:14:D1:B7:DF,AP-WRK-02,20,5,-48.3,Work Area
1/15/2024 10:00,62:11:A4:5D:A0:E9,AP-CAF-04,10,15,-54.8,Cafeteria
1/15/2024 12:30,A8:1D:36:44:6F:73,AP-LOB-01,5,5,-55.8,Lobby
1/15/2024 10:00,54:91:0D:AD:E3:6E,AP-WRK-05,20,20,-59.3,Work Area
1/15/2024 8:00,4B:F1:6E:BF:20:FF,AP-WRK-05,20,20,-61.6,Work Area
1/15/2024 12:30,D7:20:2C:7D:10:E1,AP-CAF-04,10,15,-61.4,Cafeteria
1/15/2024 11:00,7C:F9:62:14:94:3B,AP-WRK-04,5,20,-67.7,Work Area
1/15/2024 9:30,A3:A2:F9:34:40:49,AP-CAF-03,25,4,-51.7,Cafeteria
1/15/2024 9:00,A1:D2:51:AB:7F:5D,AP-WRK-03,35,5,-50.9,Work Area
1/15/2024 10:30,26:3E:3F:E1:6B:E4,AP-WRK-03,35,5,-66.2,Work Area
1/15/2024 12:30,08:98:6F:81:4C:36,AP-CAF-02,15,4,-51.9,Cafeteria
1/15/2024 11:30,8E:FC:5F:DD:7A:28,AP-WRK-06,35,20,-57.8,Work Area
1/15/2024 11:30,81:DB:38:21:0C:5C,AP-WRK-01,5,5,-62.1,Work Area
1/15/2024 11:30,1F:56:62:45:83:3D,AP-CAF-05,22,15,-59.5,Cafeteria
1/15/2024 12:30,A1:D2:51:AB:7F:5D,AP-WRK-02,20,5,-53.4,Work Area
1/15/2024 10:00,B3:85:A1:A6:9E:87,AP-LOB-03,10,12,-50,Lobby
1/15/2024 8:00,CE:8C:83:3A:E0:38,AP-WRK-02,20,5,-59,Work Area
1/15/2024 11:30,F1:12:00:D1:98:3D,AP-WRK-04,5,20,-38.9,Work Area
1/15/2024 11:30,E4:EF:90:D6:75:6B,AP-WRK-06,35,20,-59,Work Area
1/15/2024 12:00,2E:A5:CA:9E:0C:6E,AP-CAF-05,22,15,-53.4,Cafeteria
1/15/2024 10:00,26:3E:3F:E1:6B:E4,AP-WRK-03,35,5,-65.6,Work Area
1/15/2024 8:00,D4:93:62:68:D3:FD,AP-CAF-04,10,15,-54.9,Cafeteria
1/15/2024 8:30,E1:A6:3F:3C:77:37,AP-WRK-03,35,5,-65,Work Area
1/15/2024 10:30,B4:F3:08:21:8B:9A,AP-CAF-04,10,15,-46.7,Cafeteria
1/15/2024 11:00,7C:32:20:3F:C0:C8,AP-CAF-05,22,15,-50.7,Cafeteria
1/15/2024 10:00,DA:BE:0C:7F:FA:11,AP-WRK-06,35,20,-54.9,Work Area
1/15/2024 12:00,26:3E:3F:E1:6B:E4,AP-WRK-05,20,20,-60.7,Work Area
1/15/2024 9:30,1D:42:A2:4C:3A:17,AP-WRK-05,20,20,-52.7,Work Area
1/15/2024 11:00,B2:4C:DE:6F:1B:50,AP-WRK-03,35,5,-61,Work Area
1/15/2024 9:30,2D:8A:04:63:C9:20,AP-WRK-03,35,5,-57.9,Work Area
1/15/2024 10:30,97:67:60:67:15:40,AP-CAF-05,22,15,-51.4,Cafeteria
1/15/2024 9:30,01:CE:41:24:7A:8B,AP-WRK-05,20,20,-58.5,Work Area
1/15/2024 11:30,C0:83:BB:99:5F:A5,AP-WRK-03,35,5,-70.8,Work Area
1/15/2024 9:00,22:D8:66:07:1D:6F,AP-WRK-04,5,20,-68.5,Work Area
1/15/2024 11:30,F1:12:00:D1:98:3D,AP-WRK-01,5,5,-58.8,Work Area
1/15/2024 12:00,3E:AD:7A:0E:8B:73,AP-CAF-01,5,4,-53.5,Cafeteria
1/15/2024 12:00,03:08:C9:72:66:01,AP-CAF-04,10,15,-59.9,Cafeteria
1/15/2024 8:30,74:51:D5:6B:65:C1,AP-CAF-03,25,4,-54.3,Cafeteria
1/15/2024 11:30,69:3C:F5:08:07:C6,AP-WRK-05,20,20,-49.6,Work Area
1/15/2024 12:00,04:A2:30:1D:01:BA,AP-WRK-01,5,5,-56.3,Work Area
1/15/2024 8:30,63:02:D8:2A:67:19,AP-WRK-05,20,20,-59.9,Work Area
1/15/2024 12:30,70:F2:CB:7C:57:C3,AP-CAF-03,25,4,-39.4,Cafeteria
1/15/2024 11:30,EE:8A:E5:E7:99:8B,AP-CAF-02,15,4,-57.4,Cafeteria
1/15/2024 11:00,FD:F3:CF:95:81:8E,AP-CAF-01,5,4,-61.3,Cafeteria
1/15/2024 10:00,61:E1:2D:FA:BC:2B,AP-WRK-05,20,20,-65.9,Work Area
1/15/2024 12:30,4D:00:4E:48:0E:49,AP-CAF-02,15,4,-45.7,Cafeteria
1/15/2024 10:00,FC:A5:5E:F4:F0:A2,AP-CAF-02,15,4,-59.5,Cafeteria
1/15/2024 11:00,8C:ED:15:BE:86:01,AP-WRK-05,20,20,-39.1,Work Area
1/15/2024 8:00,2B:5B:CD:23:75:D8,AP-WRK-01,5,5,-66.3,Work Area
1/15/2024 12:00,AF:79:AA:66:55:27,AP-LOB-02,15,5,-57.7,Lobby
1/15/2024 10:00,A2:72:1E:D3:C0:07,AP-WRK-06,35,20,-63.5,Work Area
1/15/2024 11:00,03:08:C9:72:66:01,AP-CAF-03,25,4,-55,Cafeteria
1/15/2024 9:30,CC:5F:A4:DA:7D:B7,AP-WRK-01,5,5,-62.9,Work Area
1/15/2024 11:00,EA:E2:C1:11:C7:02,AP-WRK-04,5,20,-66.5,Work Area
1/15/2024 11:00,18:14:98:A8:BE:87,AP-WRK-04,5,20,-66.5,Work Area
1/15/2024 8:30,7C:73:5C:A4:53:14,AP-WRK-03,35,5,-65.6,Work Area
1/15/2024 10:30,AA:FC:8F:FF:00:DF,AP-LOB-03,10,12,-56.9,Lobby
1/15/2024 10:30,23:72:07:DD:2A:1E,AP-CAF-05,22,15,-61.8,Cafeteria
1/15/2024 9:00,20:68:82:E5:26:DC,AP-WRK-01,5,5,-66.4,Work Area
1/15/2024 10:30,E2:D7:89:14:D2:CE,AP-WRK-04,5,20,-44.4,Work Area
1/15/2024 11:30,4F:14:0F:B8:23:EE,AP-CAF-02,15,4,-63.7,Cafeteria
1/15/2024 10:00,CA:70:DB:89:16:5B,AP-WRK-05,20,20,-36.9,Work Area
1/15/2024 12:00,C6:B7:B6:43:87:F8,AP-CAF-05,22,15,-58.4,Cafeteria
1/15/2024 10:00,01:3C:98:F6:5C:50,AP-LOB-01,5,5,-57.8,Lobby
1/15/2024 10:30,F3:B1:A4:8B:32:60,AP-WRK-05,20,20,-60.9,Work Area
1/15/2024 11:30,B9:A1:A2:77:84:FA,AP-WRK-06,35,20,-63.6,Work Area
1/15/2024 9:30,A1:D2:51:AB:7F:5D,AP-WRK-05,20,20,-65.6,Work Area
1/15/2024 9:30,66:95:64:3E:B3:D9,AP-WRK-01,5,5,-60.7,Work Area
1/15/2024 10:30,9D:4B:63:37:17:F9,AP-CAF-01,5,4,-53.9,Cafeteria
1/15/2024 12:30,E5:D2:2C:62:C2:9C,AP-WRK-02,20,5,-49.2,Work Area
1/15/2024 10:30,18:06:14:D1:B7:DF,AP-WRK-01,5,5,-45.8,Work Area
1/15/2024 9:00,99:6A:FA:D2:A5:3A,AP-WRK-01,5,5,-48.2,Work Area
1/15/2024 11:30,EA:E2:C1:11:C7:02,AP-WRK-02,20,5,-66.3,Work Area
1/15/2024 11:00,1E:80:C7:E6:1E:EE,AP-WRK-06,35,20,-64.6,Work Area
1/15/2024 9:00,26:3E:3F:E1:6B:E4,AP-WRK-03,35,5,-64.3,Work Area
1/15/2024 10:30,4B:F1:6E:BF:20:FF,AP-WRK-01,5,5,-43.4,Work Area
1/15/2024 8:30,81:2B:B1:75:9C:32,AP-CAF-04,10,15,-58.5,Cafeteria
1/15/2024 10:30,1F:3A:86:1F:88:6E,AP-WRK-06,35,20,-51.7,Work Area
1/15/2024 11:00,F5:08:34:FB:8C:ED,AP-WRK-04,5,20,-61.4,Work Area
1/15/2024 10:30,BE:43:08:FA:C0:7F,AP-WRK-06,35,20,-50.7,Work Area
1/15/2024 12:00,4C:5F:94:DD:C4:F4,AP-CAF-04,10,15,-57.2,Cafeteria
1/15/2024 10:00,15:29:C3:E1:B8:4E,AP-CAF-04,10,15,-48.6,Cafeteria
1/15/2024 12:30,F8:8C:C7:E2:1C:7D,AP-WRK-03,35,5,-59.8,Work Area
1/15/2024 10:30,7D:CE:34:73:B6:E9,AP-WRK-01,5,5,-63.8,Work Area
1/15/2024 12:00,9B:90:24:E0:00:7C,AP-WRK-06,35,20,-65.5,Work Area
1/15/2024 8:00,E3:1A:51:DE:FA:81,AP-WRK-01,5,5,-59.4,Work Area
1/15/2024 11:30,84:63:CE:33:5D:A9,AP-CAF-01,5,4,-55.9,Cafeteria
1/15/2024 12:30,87:37:DD:35:D3:14,AP-CAF-04,10,15,-59,Cafeteria
1/15/2024 11:00,E3:1A:51:DE:FA:81,AP-WRK-03,35,5,-57.2,Work Area
1/15/2024 11:30,88:7A:80:45:67:0B,AP-WRK-06,35,20,-55.4,Work Area
1/15/2024 11:00,A3:CA:4B:DE:95:30,AP-CAF-04,10,15,-38.9,Cafeteria
1/15/2024 9:00,57:99:3C:22:83:37,AP-CAF-04,10,15,-32.9,Cafeteria
1/15/2024 8:30,02:EF:54:D6:8D:1D,AP-WRK-01,5,5,-68.4,Work Area
1/15/2024 10:00,71:DF:D1:BF:62:2D,AP-CAF-04,10,15,-62.2,Cafeteria
1/15/2024 12:30,D2:FD:62:72:A8:DF,AP-CAF-02,15,4,-46.7,Cafeteria
1/15/2024 12:30,50:98:BA:34:64:22,AP-WRK-05,20,20,-58.5,Work Area
1/15/2024 11:00,B4:91:F5:97:B6:8F,AP-LOB-01,5,5,-55.8,Lobby
1/15/2024 8:00,A0:B3:D6:6D:BE:4C,AP-WRK-05,20,20,-48.3,Work Area
1/15/2024 12:00,FB:19:04:B7:24:48,AP-LOB-03,10,12,-42.9,Lobby
1/15/2024 12:30,D8:9C:06:87:B4:97,AP-LOB-02,15,5,-41.7,Lobby
1/15/2024 8:30,5E:5C:5B:6A:EB:FB,AP-WRK-06,35,20,-54.6,Work Area
1/15/2024 12:00,A3:A2:F9:34:40:49,AP-CAF-01,5,4,-58.8,Cafeteria
1/15/2024 8:30,5B:50:B8:F6:28:1E,AP-WRK-03,35,5,-73.8,Work Area
1/15/2024 9:30,0D:B8:38:2F:19:9C,AP-WRK-01,5,5,-55.2,Work Area
1/15/2024 12:30,D7:20:2C:7D:10:E1,AP-CAF-03,25,4,-55,Cafeteria
1/15/2024 10:30,F2:48:B5:02:CE:76,AP-WRK-03,35,5,-36.5,Work Area
1/15/2024 12:30,3F:93:82:DC:53:C3,AP-LOB-02,15,5,-53.9,Lobby
1/15/2024 8:00,86:FF:7B:2A:C6:F2,AP-LOB-02,15,5,-54.8,Lobby
1/15/2024 9:00,07:42:80:2F:54:CF,AP-CAF-05,22,15,-60.7,Cafeteria
1/15/2024 9:00,38:D4:DC:05:6A:13,AP-WRK-03,35,5,-69.1,Work Area
1/15/2024 11:30,EF:B7:5D:5A:98:96,AP-CAF-05,22,15,-64,Cafeteria
1/15/2024 12:30,18:06:14:D1:B7:DF,AP-WRK-04,5,20,-60.6,Work Area
1/15/2024 9:30,63:4D:64:A6:FB:90,AP-CAF-01,5,4,-67.5,Cafeteria
1/15/2024 11:30,83:E8:6C:9D:2F:18,AP-CAF-03,25,4,-61.8,Cafeteria
1/15/2024 8:00,20:68:82:E5:26:DC,AP-WRK-02,20,5,-63,Work Area
1/15/2024 8:30,70:F2:CB:7C:57:C3,AP-CAF-01,5,4,-62.3,Cafeteria
1/15/2024 8:00,53:ED:04:F6:4D:DA,AP-CAF-02,15,4,-46.1,Cafeteria
1/15/2024 9:00,05:FE:81:7B:64:BE,AP-WRK-02,20,5,-40.3,Work Area
1/15/2024 9:00,20:44:9C:80:0F:C0,AP-WRK-06,35,20,-67.6,Work Area
1/15/2024 11:00,9B:37:6A:08:FC:45,AP-WRK-06,35,20,-71.4,Work Area
1/15/2024 10:30,0D:B8:38:2F:19:9C,AP-WRK-04,5,20,-61.2,Work Area
1/15/2024 10:00,71:E9:3B:11:CE:A8,AP-WRK-06,35,20,-69.3,Work Area
1/15/2024 8:00,1D:42:A2:4C:3A:17,AP-WRK-02,20,5,-57.3,Work Area
1/15/2024 9:30,01:65:30:17:39:CE,AP-WRK-04,5,20,-67,Work Area
1/15/2024 11:00,B9:E3:E5:F5:1E:4E,AP-CAF-03,25,4,-66.5,Cafeteria
1/15/2024 12:00,F1:6C:A3:A5:FD:CE,AP-WRK-06,35,20,-36.1,Work Area
1/15/2024 12:30,19:10:12:45:14:D6,AP-WRK-01,5,5,-68.5,Work Area
1/15/2024 11:00,DC:A7:42:5B:A1:89,AP-LOB-02,15,5,-43.5,Lobby
1/15/2024 9:30,BF:05:1D:FB:B6:C2,AP-CAF-02,15,4,-47,Cafeteria
1/15/2024 8:30,BE:C7:20:C8:54:09,AP-CAF-02,15,4,-59.8,Cafeteria
1/15/2024 12:00,6F:4A:51:8E:D8:5A,AP-CAF-05,22,15,-58.4,Cafeteria
1/15/2024 12:30,D5:BF:D2:F7:81:AA,AP-CAF-03,25,4,-48.9,Cafeteria
1/15/2024 9:30,2D:8A:04:63:C9:20,AP-WRK-02,20,5,-59.1,Work Area
1/15/2024 10:30,CB:7C:0F:3F:D4:9E,AP-WRK-03,35,5,-57.9,Work Area
1/15/2024 10:30,1E:80:C7:E6:1E:EE,AP-WRK-02,20,5,-64.9,Work Area
1/15/2024 11:30,53:ED:04:F6:4D:DA,AP-CAF-05,22,15,-46.2,Cafeteria
1/15/2024 11:30,5E:5C:5B:6A:EB:FB,AP-WRK-05,20,20,-56,Work Area
1/15/2024 9:30,26:3E:3F:E1:6B:E4,AP-WRK-04,5,20,-55.1,Work Area
1/15/2024 8:30,63:4D:64:A6:FB:90,AP-CAF-05,22,15,-29.9,Cafeteria
1/15/2024 12:30,85:D8:87:02:63:CF,AP-WRK-01,5,5,-50.2,Work Area
1/15/2024 12:00,26:E0:1E:C4:32:A8,AP-CAF-04,10,15,-63.3,Cafeteria
1/15/2024 10:30,B4:24:D2:88:70:44,AP-CAF-05,22,15,-49.3,Cafeteria
1/15/2024 12:00,31:9C:69:AF:17:F5,AP-CAF-01,5,4,-55.3,Cafeteria
1/15/2024 9:30,20:44:9C:80:0F:C0,AP-WRK-05,20,20,-62.6,Work Area
1/15/2024 8:00,76:96:4D:3C:E5:60,AP-CAF-04,10,15,-57.5,Cafeteria
1/15/2024 9:30,C3:F5:FB:6A:07:0C,AP-CAF-04,10,15,-45.4,Cafeteria
1/15/2024 11:00,A1:D2:51:AB:7F:5D,AP-WRK-06,35,20,-55.8,Work Area
1/15/2024 12:30,0E:AC:44:57:B7:65,AP-CAF-04,10,15,-59.7,Cafeteria
1/15/2024 9:30,D4:2C:AE:DB:00:05,AP-CAF-02,15,4,-55.8,Cafeteria
1/15/2024 11:00,19:10:12:45:14:D6,AP-WRK-01,5,5,-67.3,Work Area
1/15/2024 10:30,B9:A1:A2:77:84:FA,AP-WRK-03,35,5,-65.4,Work Area
1/15/2024 11:00,31:E8:6E:06:8E:EC,AP-WRK-03,35,5,-64.9,Work Area
1/15/2024 9:00,2B:6D:8B:4F:43:32,AP-WRK-03,35,5,-66.9,Work Area
1/15/2024 8:30,89:12:E4:5B:30:96,AP-CAF-01,5,4,-54.2,Cafeteria
1/15/2024 12:00,3E:AD:7A:0E:8B:73,AP-CAF-05,22,15,-53.6,Cafeteria
1/15/2024 12:00,39:7A:A7:B6:CC:50,AP-CAF-01,5,4,-46,Cafeteria
1/15/2024 10:30,71:DF:D1:BF:62:2D,AP-CAF-05,22,15,-56.7,Cafeteria
1/15/2024 11:30,48:0A:A2:32:C6:B8,AP-LOB-01,5,5,-53.2,Lobby
1/15/2024 11:30,7D:CE:34:73:B6:E9,AP-WRK-04,5,20,-67.3,Work Area
1/15/2024 11:00,63:02:D8:2A:67:19,AP-WRK-06,35,20,-65.4,Work Area
1/15/2024 11:00,DC:5E:61:D2:A6:AD,AP-WRK-01,5,5,-64.7,Work Area
1/15/2024 12:00,5E:B3:02:EB:F6:2D,AP-CAF-05,22,15,-45.9,Cafeteria
1/15/2024 10:00,E3:94:76:16:C6:2C,AP-WRK-05,20,20,-56.8,Work Area
1/15/2024 10:30,15:29:C3:E1:B8:4E,AP-CAF-04,10,15,-50.2,Cafeteria
1/15/2024 9:00,26:FE:69:5F:2F:97,AP-CAF-02,15,4,-53,Cafeteria
1/15/2024 10:00,6B:22:F8:13:FE:17,AP-WRK-03,35,5,-60.2,Work Area
1/15/2024 10:00,02:63:50:74:21:40,AP-LOB-01,5,5,-52,Lobby
1/15/2024 12:00,2F:62:45:1F:56:79,AP-CAF-04,10,15,-53.8,Cafeteria
1/15/2024 9:00,E5:8F:4E:E9:3C:C5,AP-LOB-03,10,12,-52.1,Lobby
1/15/2024 11:30,2B:6D:8B:4F:43:32,AP-WRK-05,20,20,-56.7,Work Area
1/15/2024 10:00,9B:37:6A:08:FC:45,AP-WRK-02,20,5,-65.5,Work Area
1/15/2024 10:00,2E:A5:CA:9E:0C:6E,AP-CAF-03,25,4,-58.9,Cafeteria
1/15/2024 12:00,76:96:4D:3C:E5:60,AP-CAF-04,10,15,-54.7,Cafeteria
1/15/2024 9:00,B9:15:44:F2:EF:89,AP-WRK-05,20,20,-58.8,Work Area
1/15/2024 10:30,63:02:D8:2A:67:19,AP-WRK-04,5,20,-63.6,Work Area
1/15/2024 12:30,20:68:82:E5:26:DC,AP-WRK-01,5,5,-65.7,Work Area
1/15/2024 12:00,E6:CD:B5:9F:AA:97,AP-WRK-06,35,20,-58.3,Work Area
1/15/2024 12:00,0B:03:A4:23:8F:78,AP-WRK-06,35,20,-65.9,Work Area
1/15/2024 12:30,7D:CE:34:73:B6:E9,AP-WRK-05,20,20,-63.7,Work Area
1/15/2024 10:00,D4:9E:D0:C4:25:DB,AP-CAF-03,25,4,-61.5,Cafeteria
1/15/2024 10:00,69:C5:ED:1B:87:08,AP-WRK-04,5,20,-59.7,Work Area
1/15/2024 10:30,5D:17:A4:AC:C0:00,AP-WRK-01,5,5,-63.6,Work Area
1/15/2024 8:30,13:16:1B:C4:5F:1F,AP-CAF-04,10,15,-49.8,Cafeteria
1/15/2024 10:00,04:74:14:81:E2:79,AP-CAF-04,10,15,-47.8,Cafeteria
1/15/2024 12:30,07:42:80:2F:54:CF,AP-CAF-05,22,15,-56.3,Cafeteria
1/15/2024 11:30,18:14:98:A8:BE:87,AP-WRK-02,20,5,-54.5,Work Area
1/15/2024 10:00,6D:17:6F:69:0D:BA,AP-WRK-06,35,20,-56.6,Work Area
1/15/2024 11:30,B1:F4:2B:8B:69:5F,AP-WRK-02,20,5,-53.3,Work Area
1/15/2024 8:30,58:86:D9:E0:2D:85,AP-LOB-01,5,5,-60.2,Lobby
1/15/2024 11:00,02:D9:3E:93:D5:49,AP-CAF-01,5,4,-61.4,Cafeteria
1/15/2024 12:00,EE:97:F3:F3:A2:82,AP-WRK-05,20,20,-63.6,Work Area
1/15/2024 8:30,75:55:78:82:F0:22,AP-CAF-02,15,4,-55.1,Cafeteria
1/15/2024 10:30,DA:BE:0C:7F:FA:11,AP-WRK-01,5,5,-64.3,Work Area
1/15/2024 10:00,CB:40:4C:73:13:25,AP-CAF-02,15,4,-62.1,Cafeteria
1/15/2024 10:30,72:F8:98:69:0C:94,AP-WRK-01,5,5,-64.3,Work Area
1/15/2024 8:30,C3:F5:FB:6A:07:0C,AP-CAF-05,22,15,-58.8,Cafeteria
1/15/2024 9:00,81:2B:B1:75:9C:32,AP-CAF-04,10,15,-59.3,Cafeteria
1/15/2024 11:30,22:FD:01:8B:4E:A4,AP-WRK-01,5,5,-65.2,Work Area
1/15/2024 9:30,63:27:9A:A3:3B:3A,AP-WRK-06,35,20,-42.6,Work Area
1/15/2024 9:00,84:F5:79:05:0F:A0,AP-WRK-02,20,5,-46.3,Work Area
1/15/2024 9:30,F7:C7:EC:E1:F3:98,AP-WRK-02,20,5,-58,Work Area
1/15/2024 12:30,E8:0A:96:D3:99:1A,AP-WRK-04,5,20,-59.4,Work Area
1/15/2024 10:00,9B:37:6A:08:FC:45,AP-WRK-03,35,5,-69.8,Work Area
1/15/2024 8:30,F5:E2:67:AA:E9:53,AP-CAF-04,10,15,-55.6,Cafeteria
1/15/2024 8:30,84:91:8A:2F:5F:CA,AP-WRK-06,35,20,-61.7,Work Area
1/15/2024 9:30,42:0E:0A:F1:1F:51,AP-WRK-01,5,5,-55.2,Work Area
1/15/2024 12:00,75:55:78:82:F0:22,AP-CAF-04,10,15,-61.6,Cafeteria
1/15/2024 10:00,87:37:DD:35:D3:14,AP-CAF-03,25,4,-44.4,Cafeteria
